Id,Name,DistrictAssignedId,HasLegacyCP,DistrictId
173332USPU,Andrew Lewis Middle                               ,100,1,5103460DUS
173373USPU,Thornburg Middle,502,1,5103640DUS
173376USPU,Battlefield Middle,050,1,5103640DUS
173387USPU,Ni River Middle,505,1,5103640DUS
173388USPU,Spotsylvania Middle,330,1,5103640DUS
173390USPU,Chancellor Middle,382,1,5103640DUS
173393USPU,Freedom Middle,509,1,5103640DUS
173396USPU,H. H. Poole Middle School,020,,5103660DUS
173398USPU,Edward E. Drew Jr. Middle School,006,,5103660DUS
173404USPU,Stafford Middle School,005,,5103660DUS
173405USPU,T. Benton Gayle Middle School,004,,5103660DUS
173407USPU,A. G. Wright Middle School,014,,5103660DUS
173416USPU,Rodney E. Thompson Middle School,023,,5103660DUS
173417USPU,Dixon-Smith Middle School,029,,5103660DUS
173420USPU,Shelburne Middle                              ,110,1,5103690DUS
17347USPU,Nashua-Plainfield High School,,,0
17362USPU,North Tama High School,,,0
173659USPU,Albany Community School                         ,,1,0
173665USPU,Barre City Elem/Middle School,,1,0
173667USPU,Barton Graded School,,1,0
173672USPU,Benson Village School,31,1,5099904DUS
173690USPU,Brownington Central School,,1,0
173691USPU,Burke Town School,,1,0
173704USPU,Charleston Elementary School(VT),,1,0
173712USPU,Coventry Village School                         ,,1,0
173747USPU,Hartford Mem. Middle School                    ,,1,5004590DUS
173749USPU,Hartland Elementary School(Vt)                      ,,1,0
173751USPU,Hinesburg Community School                   ,703,1,0
173755USPU,Irasburg Village School                         ,,1,5004860DUS
173764USPU,Lowell Graded School                           ,,1,0
173786USPU,Browns River Middle Usd #17,,1,5005840DUS
173787USPU,Camels Hump Middle Usd #17,,1,5005840DUS
173800USPU,Orleans Elementary School (Vt)                  ,,1,0
173839USPU,Riverside Middle School (VT),,1,5007530DUS
173845USPU,St. Johnsbury Schools                     ,,1,0
173862USPU,Millers Run Usd #37,,1,0
173863USPU,Flood Brook Usd #20                       ,,1,0
173865USPU,Waits River Valley Usd #36                      ,,1,0
173875USPU,Waterford Elementary School (Vt),,,0
173898USPU,North Country Union Junior High School                      ,,1,0
173959USPU,Miller Junior High                             ,322,1,5300030DUS
173972USPU,Post Middle School                                ,201,1,5300240DUS
173978USPU,Haller Middle School                           ,205,1,5300240DUS
174022USPU,Chinook Middle School                          ,34,1,5300390DUS
174026USPU,Highland Middle School                     ,32,1,5300390DUS
17402USPU,Saydel High School,,1,0
174030USPU,Odle Middle School                             ,37,1,5300390DUS
174037USPU,Tillicum Middle School,35,1,5300390DUS
174038USPU,Tyee Middle School                           ,33,1,5300390DUS
17410USPU,Shenandoah High School,,,0
17411USPU,Sidney High School,,,0
174134USPU,Castle Rock Middle School,,,5300990DUS
17413USPU,Sioux Center High School,,,0
17415USPU,East High School,0118,1,1926400DUS
17416USPU,North High School,0136,1,1926400DUS
174174USPU,Centralia Middle School,5000,1,5301140DUS
17417USPU,West High School,0145,1,1926400DUS
174183USPU,Chehalis Middle School                           ,4311,,5301170DUS
17420USPU,South Page Senior High School,,,0
17424USPU,Southeast Polk High School,,,0
174295USPU,Alderwood Middle School                         ,368,1,5302400DUS
174298USPU,Brier Terrace Middle School                     ,369,1,5302400DUS
174303USPU,College Place Middle School                   ,370,1,5302400DUS
174309USPU,Madrona School                              ,539,1,5302400DUS
174311USPU,Meadowdale Middle School                ,364,1,5302400DUS
174343USPU,Eisenhower Middle School                          ,3752,1,5302670DUS
174345USPU,Evergreen Middle School                   ,3253,1,5302670DUS
174347USPU,North Middle School                      ,2364,1,5302670DUS
174357USPU,Gateway Middle School                      ,4437,1,5302670DUS
174361USPU,Heatherwood Middle School                         ,4334,1,5302670DUS
17445USPU,Urbandale High School,109,1,1928680DUS
174497USPU,Cascade Middle School,51,1,5303540DUS
174499USPU,Chinook Middle School,52,1,5303540DUS
174510USPU,Pacific Middle School,54,1,5303540DUS
174516USPU,Sylvester Middle School,58,1,5303540DUS
174530USPU,Big Picture,68,1,5303540DUS
174589USPU,Meeker Middle School               ,310,1,5303960DUS
174591USPU,Meridian Middle School                      ,315,1,5303960DUS
174601USPU,Cedar Heights Middle School                     ,300,1,5303960DUS
174605USPU,Mattson Middle School                            ,305,1,5303960DUS
17460USPU,East High School,,,0
174612USPU,Northwood Middle School                       ,325,1,5303960DUS
174617USPU,Mill Creek Middle School                 ,320,1,5303960DUS
174726USPU,Marysville Middle School,201,1,5304860DUS
17472USPU,Walnut Creek Campus,3,1,1930930DUS
174734USPU,Cedarcrest Middle School,217,1,5304860DUS
174735USPU,10th Street Middle School,221,1,5304860DUS
174736USPU,School to Home Partnership Program,128,1,5304860DUS
17473USPU,Valley High School,2,1,1930930DUS
174757USPU,Islander Middle School,222,1,5304980DUS
174890USPU,Skyview Middle School               ,4371,1,5305910DUS
174894USPU,Canyon Park Middle School                    ,3493,1,5305910DUS
174898USPU,Kenmore Middle School,3345,1,5305910DUS
174899USPU,Leota Middle School             ,3790,1,5305910DUS
174903USPU,Northshore Middle School                       ,4021,1,5305910DUS
174916USPU,Timbercrest Middle School                     ,4516,1,5305910DUS
175067USPU,Quincy Junior High                            ,342,,5307080DUS
17510USPU,Washburn Rural High,6532,1,2003200DUS
175129USPU,Pathfinder K-8                                  ,930,1,5307710DUS
175132USPU,Licton Springs K-8 School                         ,955,1,5307710DUS
175134USPU,Mercer International Middle School                            ,110,1,5307710DUS
175138USPU,Broadview-Thomson K-8 School,208,1,5307710DUS
175146USPU,Eckstein Middle School                          ,104,1,5307710DUS
175155USPU,Hamilton International Middle School            ,105,1,5307710DUS
175167USPU,Madison Middle School,107,1,5307710DUS
175170USPU,Mcclure Middle School                             ,118,1,5307710DUS
175172USPU,Meany Middle School,109,1,5307710DUS
175187USPU,Aki Kurose Middle School                          ,130,1,5307710DUS
175193USPU,Washington Middle School                         ,117,1,5307710DUS
175196USPU,Whitman Middle School                             ,115,1,5307710DUS
175201USPU,Tops K-8                                        ,935,1,5307710DUS
175202USPU,Seattle World School,983,1,5307710DUS
175204USPU,David T. Denny International Middle School,103,1,5307710DUS
175205USPU,Catharine Blaine K-8                          ,289,1,5307710DUS
175206USPU,Orca K-8 School                            ,939,1,5307710DUS
175212USPU,Salmon Bay K-8 School,949,1,5307710DUS
175217USPU,South Shore PK-8 School                ,291,1,5307710DUS
175235USPU,Selah Middle School                       ,310,1,5307770DUS
175286USPU,Twin Falls Middle School                     ,240,1,5308040DUS
175288USPU,Chief Kanim Middle School                  ,230,1,5308040DUS
17530USPU,Basehor-linwood High School,,,0
175328USPU,Glover Middle School,203,1,5308250DUS
175346USPU,Sacajawea Middle School,250,1,5308250DUS
175347USPU,Salk Middle School,252,1,5308250DUS
175348USPU,Shaw Middle School,255,1,5308250DUS
175350USPU,Garry Middle School,260,1,5308250DUS
175356USPU,Chase Middle School,210,1,5308250DUS
175362USPU,Bryant/TEC                                  ,414,1,5308250DUS
17539USPU,Bonner Springs High School,,,0
175410USPU,Harrison Middle School,3313,,5308670DUS
175413USPU,Sierra Vista Middle School,5049,,5308670DUS
175481USPU,Tonasket Middle School                         ,,,0
175493USPU,Tumwater Middle School,201,,5309100DUS
175494USPU,George Washington Bush Middle Sch,240,,5309100DUS
175849USPU,Wisconsin Hills Middle,11,,5501770DUS
175851USPU,Pilgrim Park Middle                             ,6,,5501770DUS
175883USPU,Webster Middle                                     ,200,1,5502460DUS
17600USPU,Emporia High School,,1,0
176091USPU,John Long Middle                               ,,,5505610DUS
176411USPU,Marshfield Middle School                          ,300,1,5508820DUS
176456USPU,Lake Shore Middle School                                 ,2,1,5509130DUS
176459USPU,Steffen Middle School                                 ,3,1,5509130DUS
17670USPU,Sumner Academy Of Arts & Science,102,,2007950DUS
17671USPU,Wyandotte High,106,,2007950DUS
17672USPU,J C Harmon High,101,,2007950DUS
17673USPU,F L Schlagle High,100,,2007950DUS
17674USPU,Washington High,104,,2007950DUS
17675USPU,Fairfax Learning Center,108,,2007950DUS
17713USPU,Manhattan High School West/East Campus,5136,1,2009180DUS
17718USPU,McPherson High School,6040,1,2009390DUS
17731USPU,Natoma High (7-12),,,0
177328USPU,Whitefish Bay Middle School                       ,,1,5516620DUS
17734USPU,Newton High School,4810,,2009960DUS
17739USPU,Olathe East High School,,,0
17788USPU,Shawnee Mission East High School,,1,0
17789USPU,Shawnee Mission North High,,1,0
17790USPU,Shawnee Mission Northwest High,,1,0
17791USPU,Shawnee Mission South High,,1,0
17792USPU,Shawnee Mission West High,,1,0
177998USPU,Laramie Middle School,101050,1,5600730DUS
17801USPU,Blue Valley High School,101,1,2012000DUS
17802USPU,Blue Valley Northwest High School,123,1,2012000DUS
17803USPU,Blue Valley North High School,108,1,2012000DUS
178102USPU,Douglas Middle School,501050,,5602140DUS
178115USPU,Davis Middle School                           ,2101050,,5602760DUS
178120USPU,Evanston Middle School                       ,2101051,,5602760DUS
17812USPU,Highland Park High,,1,0
178170USPU,WYOMING INDIAN ELEMENTARY                         ,,,5604450DUS
178171USPU,WYOMING INDIAN MIDDLE SCHOOL                      ,,,5604450DUS
178176USPU,CASPER CLASSICAL ACADEMY                          ,1301038,1,5604510DUS
178177USPU,C Y Middle School,1301050,1,5604510DUS
178178USPU,Dean Morgan Middle School,1301051,1,5604510DUS
178192USPU,POISON SPIDER K-8,1301020,1,5604510DUS
178198USPU,WOODS LEARNING CENTER                             ,1301029,1,5604510DUS
178199USPU,Frontier Middle School,1301048,1,5604510DUS
178205USPU,Centennial Middle School,1301054,1,5604510DUS
178246USPU,Big Horn Middle School,,,5605690DUS
178247USPU,Tongue River Middle School,,,5605690DUS
178278USPU,Upton Middle School                              ,2307050,,5606090DUS
178286CAPU,O Music Studios,,1,0
178290TRPR,American Collegiate Institute,,,0
178292DKPR,Copenhagen International School,,1,0
178293USPU,Athletic Placement Services,,1,0
178294USPU,Windham High School,Windam School District,,0
178296USPU,Naviance Texas Test High School,,1,0
178298USPU,Utica Academy for International Studies,66,1,2634470DUS
178299USPR,Aguila Youth Leadership Institute,,1,0
178302USPU,VOA-Phoenix High School,J5,1,2721240DUS
178312ECPU,Fundacion Educacional Alberto Einstein,,1,0
178314SGPU,NUS High School of Mathematics and Science,,,0
178315USPR,The Abraham Joshua Heschel School,,1,0
178316USPU,University of North Carolina Wilmington Pre-College Program,,,0
178320IDPR,High/Scope Indonesia,,,0
178324USPU,Lisa L. Ransdell,,,0
178330CAPU,Vancouver College,,1,0
178331USPU,MN Demo High School,,1,0
178339SAPR,ISG - Dammam,,1,0
178340USPR,Hartford Youth Scholars Foundation,,1,0
178343JOPR,ACS Amman,,,0
178353THPR,Saint John Mary International School (SJMIS),,,0
178357USPR,University Circle Inc.-Future Connections Program,,1,0
178358USPR,De La Salle High School,,,0
178360THPR,KIS International School,,,0
178363USPU,Health Science High & Middle College,,1,0
178365ARPU,Asociacion Escuelas Lincoln High School,,1,0
178371USPR,Bright Futures,,1,0
178375USPR,Rauner College Prep,400055,1,1709930DUS
178378USPU,Ramp-Up to Readiness,,1,7802555DUS
178381USPU,Arlington School,,1,0
178395AUPU,The Kilmore International School,,,0
17839USPU,Wichita High School East,,1,0
178400BSPU,Lucaya International School,,,0
178401BDPU,International School Dhaka,,1,0
178423ECPU,Alliance Academy International ,,,0
178433FIPU,Fundacion Educativa De Inglaterra,,,0
178464INPU,Indus International School - Bangalore,,,7803030DIN
178470INPU,Mercedes-Benz International School,,,0
178472INPU,Dhirubhai Ambani International School,,1,0
178479IDPU,Global Jaya International School,,1,0
178492INPU,Ecole Mondiale World School,,1,0
178493INPU,"Jain International Residential School, Bangalore",,,0
178494INPU,Good Shepherd International School,,,0
178509KPPU,Asia Pacific International School-Seoul,,1,0
178521MYPU,The International School of Penang (Uplands),,,0
178528PHPU,Beacon School,,,0
178532QAPU,Al Jazeera Academy,,1,0
178537QAPU,The Gulf English School,,,0
178539USPU,DuSable Leadership Academy of Betty Shabazz,,1,0
178545USPU,Debbie Ross-Kozak,,1,0
178546USPU,The College Blueprint,,1,0
178552USPU,Cuthbertson High School,900311,1,3704620DUS
178554USPU,Warren Township High School- O'Plaine Campus,1421750,1,1740800DUS
178557DEPU,ISR International Schule am Rhein in Neuss,,,0
178558USPU,Coastal Edge Consulting,,1,0
178560USPU,Palmer Ridge High School,6678,1,0805820DUS
178561USPU,Roxana Dommer,,1,0
178562USPU,Dream Team Tutoring,,1,0
178563USPU,East Ridge High School,25,1,2733810DUS
178564USPU,Aspire Golden State College Preparatory Academy             ,20070801,1,7800066DUS
178565USPU,Tutor Associates,,1,0
178567SAPR,Jeddah Knowledge School,,1,0
178568USPU,UC Riverside Teaching High School,,1,7802496DUS
17856USPU,Allen County-scottsville High School,20,,2100070DUS
178572USPU,Silverdale Baptist Academy,,,0
178573USPU,Sayreville War Memorial High School,,1,3414640DUS
178574USPU,Del Norte High,,1,0
178575USPU,Hillgrove High School,520,,1301290DUS
178580USPU,Dr. Ronald E. McNair Academic High School,,1,3407830DUS
178582USPU,Napa Valley College ,,1,0
178583USPU,"Strategies for College, Inc.",,,0
178586USPU,"Collegiate Directions, Inc.",,1,0
178587USPU,Tuition Strategies,,1,0
178589USPU,Uncommon Charter High School,UCHS,1,7802820DUS
178591USPR,Gatton Academy,,1,0
178596USPU,"Parents Advancing Choice in Education, Inc. (PACE)",,1,0
178597USPU,College Track - Oakland,Oakland,,7802689DUS
178598USPU,Minnesota Connections Academy,,1,0
178599USPU,St. Paul Test School,2251,1,7802738DUS
178600USPU,Trinity Catholic High School,,1,0
178607USPU,"Edvice, LLC",,1,0
178609USPU,Heritage Academy,I4,1,2721240DUS
178610USPU,Faith Christian School ,,1,0
178611USPU,Lifefaqs Foundation,,1,0
178612USPU,KIPP DC College Preparatory,,1,0
178614USPU,Prattville Christian Academy,,1,0
178615USPR,Yonkers Partners in Education,,1,0
178616USPU,Johns Hopkins CTY Scholars,,,0
178617USPU,The Newman School,,,0
178619USPU,Moody Bible Institute,,1,0
178621USPU,Reach for College,,1,0
178625USPU,Cumberland County Technical Education Center,,1,0
178627USPU,Naviance Minnesota Demo School,,1,0
178632USPU,Capital Prep Charter High School,,,0
178634VNPR,"British International School, Ho Chi Minh City",,,0
178637CNPR,Shenzhen College of International Education,,1,0
178638USPU,Hebron Christian Academy ,,,0
178650CNPR,Shanghai World Foreign Language Middle School,,,0
178652USPU,Bishop John J. Snyder High School,,,0
178655USPU,Oratory Athenaeum for University Preparation,,1,0
178656HKPR,The Edge Learning Centres-IB,,,7802646DHK
17865USPU,Paul G Blazer High School,PBHS,,2100150DUS
178660USPU,"Transition Way, LLC",,1,0
178661USPU,Boston Education World,,,0
178662USPU,Alliance Dr. Olga Mohan High School ,111500,1,7802505DUS
178666USPU,Gramercy Arts High School,,,0
178668USPU,Boys and Girls Club of Boston,,1,0
178669PEPU, International Christian School of Lima,,,0
178674USPU,St. John Paul II Catholic High School,,,0
178676USPU,Principal Admissions Group,,1,0
178679USPR,IMG Academy,,1,0
178681USPU,Archbishop Carroll High School ,,1,0
178684USPU,IECA Trial,,1,0
178685USPU,Shoemaker Campus,Shoe,1,7802030DUS
178686USPU,Pickett Campus,PICKETT,1,7802030DUS
178687USPU,Thomas Campus,Thomas,1,7802030DUS
178691USPU,Riverwood International Charter School,,,1302280DUS
178692PAPU,Balboa Academy,,1,0
178693BRPU,American School of Brazil (Duplicate),,1,0
178696USPU,Berean Christian School ,,,0
178701USPU,Hendersonville Christian Academy  ,,1,0
178703USPU,St. Luke's Episcopal School,,,0
178705USPU,First Presbyterian Day School,,,0
178712USPU,Ridley High School,,,0
178714SGPR,Raffles Institution (Junior College),,,0
178719UYPU,Uruguayan American School,,1,0
178736USPU,American History High School,43,1,3411340DUS
178739USPU,West Side High School,34,1,3411340DUS
178742USPU,D.C. Public Charter School Association,,1,0
178744USPU,Alliance Marc & Eva Stern Math and Science School,111658,1,7802505DUS
178745USPU,Oasis College Connection,,,0
178746USPU,John F. Kennedy Catholic Junior/Senior High School,,,0
178748USPU,Bloomfield College,,1,0
178751USPR,Milwaukee Lutheran High School,,1,0
178752USPU,"Harlem Education Activities Fund, Inc",,1,0
178755SGPR,Icon + / High Q,,1,0
178756SGPR,Collins Kumarasinghe,,1,0
178757CNPR,American International School Hong Kong,,1,0
17875USPU,Beechwood High School,,1,0
178763USPU,Prairie View High School,17,1,0802580DUS
178764USPU,Whitfield County Career Academy,,,0
178766USPU,BOYS AND GIRLS CLUBS FORT WORTH,,1,0
178767USPR,Whipple Hill School,,,0
178768THPR,Australia Education Interntional,,1,0
178773USPU,IvyMax,,,0
178776USPU,The Compass School,,1,0
178777USPU,United States Marine Corp,,,0
178779USPU,Lee Early College,,1,0
178782USPU,iHigh Virtual Academy,0504A,1,0634320DUS
178785BRPU,American School of Recife,,1,0
178786USPU,Briarwood Christian School-South Campus,,1,0
178787MXPU,The American School Foundation of Guadalajara,,1,0
178788USPU,YYY Test High School,,1,0
178795USPU,Tracy Learning Center,,,0
178797PHPR,Reedley International School,,1,0
178798SGPR,"Global Indian International School Queenstown, Singapore",,1,0
178808CNPR,Canadian International School of Beijing,,1,0
178809USPU,Mountain Range High School,71,1,0806900DUS
17880USPU,Berea Community High School,,,2100480DUS
178811USPR,Crossings Christian School ,,,0
178821USPU,Azusa Pacific University Teaching High School,,1,0
178822USPU,Science Leadership Academy,2650,,4218990DUS
178824USPR,Oakbrook Preparatory School,,,0
178825USPU,Kappa Leadership Institute - Chicago,KLIC,1,7802591DUS
178826USPU,Insight Schools,,1,0
178827USPU,Duke University-Talent Identification Program,,1,0
178829USPU,Hope Academy,,1,7800058DUS
178830USPR,Kauffman Scholars,,1,0
178831USPR,Central Catholic High School,,1,0
178832USPU,Carmen High School of Science and Technology South Campus,South,1,0
178833USPU,College Expert,,1,0
178835USPR,Palmetto Christian Academy ,,1,0
178838USPU,First Generation College Bound,,1,0
178840USPU,College Summit - Main,,1,0
178844JOPU,American Community School in Amman,,,0
178845USPU,College Possible - Milwaukee ,178845USPU,1,7802526DUS
178846USPU,Pulaski Academy,,,0
178849USPU,VMEducation,,1,0
178850USPR,Spartanburg Christian Academy ,,,0
178853USPU,College Bound Services ,,1,0
178854USPU,"HARE Carer and College Consulting, LLC",,,0
178858USPU,"Scholarships, Inc.",,1,0
178859USPU,Learning Associates,,1,0
178860USPU,District of Columbia Board of Education,,1,0
178862USPU,DC Voice,,1,0
178863USPU,Hamden Hall Country Day School,,,0
178864ZAPR,African Leadership Academy,,,0
178865INPR,The College Source,,,0
178866USPU,Palisade Preparatory School,741,1,3631920DUS
178867USPU,Riverside High School,748,1,3631920DUS
178869USPU,Aspire Langston Hughes Academy,2222222,1,7800066DUS
17886USPU,Bourbon County High School,110,,2100540DUS
178870USPU,Aspire Pacific Academy,20100801,1,7800066DUS
178871USPU,Aspire Vanguard College Preparatory Academy,65433,1,7800066DUS
178872USPU,Aspire Alexander Twilight Secondary Academy,20100805,1,7800066DUS
178873USPU,Magnolia Science Academy- 2 ,102,1,7802539DUS
178874USPR,College Channel,,1,0
178875USPR,"Cristo Rey Jesuit College Preparatory School of Houston (Houston, TX)",,1,7800050DUS
178878USPU,Get-Accepted.com,,1,0
178879USPU,Arabia Mountain High School,503,,1301740DUS
178882USPU,Hope Academy,,1,0
178884USPU,BMGates Foundation,,1,0
178887USPU,Mission Vista High School,373,1,0641190DUS
178891USPU,ESP Financial Services,,,0
178892USPU,ACT Demo Account,,1,0
178894CNPU,Beijing National Day School,,1,0
178895CNPU,Nanjing Foreign Language School,NJFLS,1,0
178896CNPU,Dipont Testing,Jinling,1,0
178897CNPU,Suzhou High School,,1,0
178898CNPU,Wuxi No.1 High School - International Division,WX1,1,0
178899CNPU,Hangzhou Foreign Language School,HZFLS,1,0
178900SGPR,Hwa Chong Institution,,,0
178901CNPU, Zhenhai High School of Zhejiang,NBZhenhai,1,0
178903CNPU,Chengdu Foreign Languages School- AP Center,CDFLS,,0
178905USPU,Career Source,,1,0
178907USPU,Troy Christian High School,,,0
178908USPU,Cynthia Bloom,,1,0
178909USPU,Victory Collegiate Consulting,,,0
178910USPU,Lab School of Washington ,,,0
178911USPU,"enTransition, LLC",,1,0
178912USPU,Destiny High School  ,,1,0
178913USPU,Camden Big Picture Learning Academy,070680305,1,3402640DUS
178915USPU,Trinity Classical Academy  ,,,0
178918USPU,Minnesota Internship Center Charter School,,,0
178924USPR, Travis Technology High School,,,0
178925BEPR,The British School of Brussels,,,0
178928USPU,Green Mountain Career and Technical Center,,1,0
178932USPU,Casco Bay High School,384,1,2309930DUS
178933USPU,Gerstell Academy,,1,0
178934USPU,Sri Reddy,,1,0
178935USPU,Cleveland High School,11,1,3500010DUS
178938USPU,Hope Christian School,,,0
178947USPU,C and G Educational Consulting Firm,,1,0
178948USPU,Fox Ridge Middle School,3030,1,0802910DUS
178949USPU,Innovation Academy Charter School,,,0
17894USPU,Boyle County High School,5,,2100630DUS
178950USPU,Inwood Academy for Leadership Charter School,,1,0
178956USPR,Connections Academy- Baltimore,,1,0
178958USPU,Schollegiate Edge,,,0
178961USPU,New Tech High @ Coppell,3,1,4815210DUS
178962CAPU,South Pointe Academy,,,0
178964USPU,Advanced Learning Centers,,1,0
178966USPU,Career and Education Services,,1,0
178967COPU,Colegio Los Nogales,,,0
178970IDPR,Sekolah Pelita Harapan (High School),,1,7802558DID
178973KRPR,Gyeonggi Academy of Foreign Languages,,,0
178975GTPR,"Colegio Interamericano, Guatemala",,,0
178976BRPR,International School of Curitiba,,,0
178977USPR,AcademiCounsel,,,0
178978USPU,East Hamilton Middle/High School,59,,4701590DUS
178979USPU,IB School at Bartow High,,,0
178982USPU,Louisa May Alcott College Preparatory High School,610524,1,1709930DUS
178984USPU,Orlando Science Middle High Charter School,,,0
178986USPR,Fast Forward Youth Program,,,0
178991USPR,The Educational Alliance,,1,0
178993USPU,Kipp King Collegiate High School,114421,,7802953DUS
178994USPU,Alliance Renee & Meyer Luskin Academy High School,124891,1,7802505DUS
178996USPU,Western Sierra Collegiate Academy,,1,0
178998USPU,Polaris Expeditionary Learning School,82,1,0803990DUS
178999USPU,Naviance Sales Internal Training High School,,1,0
179003USPU,Jones & Associates,,,0
179004USPU,Clear Creek Intermediate School,051,1,4814280DUS
179005USPU,University of Chicago Charter School - Woodlawn,400077,1,1709930DUS
179008USPR,Seton Catholic College Preparatory High School,,1,0
179009USPR,Capstone College Counseling,,,0
179011KRPR,Time Education,,,0
179012USPU,Community School of Excellence ,,1,0
179014USPU,YES Prep East End,4,1,7800062DUS
179015USPU,Docufide eDocs Tester 99,,,0
179017USPU,"Collegiate Advisors, LLC ",,1,0
179023BWPR,Maru-a-Pula School,,,0
179027USPU,Top Test Prep,,,0
179028USPU,Cincinnati Youth Collaborative,,,0
179029USPU,Newark Collegiate Academy,,1,7803354DUS
179030USPU,Thrivent Financial ,,,0
179031USPU,Higher Achievement DC Metro,,,0
179035USPR,Columbia Independent School ,,,0
179037USPU,Pennridge North Middle School,7957,,4218750DUS
179038USPU,Stone Hill Middle School,SHM,1,5102250DUS
179040USPU,Lotus School of Excellence,960,1,0802340DUS
179042USPU,Middlebury Union High School ,,1,7803378DUS
179043USPU,Designing Steps to Academic Success,,,0
179045USPU,Academy of Aerospace and Engineering,2415114,1,0900700DUS
179046USPU,Greater Hartford Academy of the Arts,2416414,1,0900700DUS
179048USPU,My College Dreamz,,,0
179049HNPU,Escuela Internacional Sampedrana,,,0
179051USPU,Collegiate Sports of America,,,0
179052USPU,Options for College,,,0
179053USPU,Paulette Pearson,,,0
179055CNPU,Harrow International School Beijing,,,0
179057USPU,IDEA College Preparatory San Juan,108807006,1,7802527DUS
17905USPU,Bullitt Central High School,015,,2100750DUS
179060USPU,The Village School ,,,0
179065USPU,University Tutoring,,,0
179066USPU,Navo Middle School,47,1,4816740DUS
179068USPR,Big Brothers Big Sisters of the Greater Twin Cities,,,0
179069USPU,Metea Valley High School,,1,0
17906USPU,North Bullitt High School,075,,2100750DUS
179072USPU,June Wang Scortino,,,0
179073USPU,King-Chávez Community High School,,1,0
179074USPU,Calkins Road Middle School,179074USPU,,3623160DUS
179076USPU,Quest,,1,0
179077USPU,NorthStar College Advisors,,1,0
179078USPU,New Heights Academy Charter School,,,0
179080USPU,Success High School,,1,0
179084USPU,Bright Star Secondary Charter Academy,10,1,7802727DUS
179085USPU,Innovation Middle ,0343A,1,0634320DUS
179088USPU,East Village High School,0503A,1,0634320DUS
179091USPU,ALBA,0331A,1,0634320DUS
179092USPU,EF Academy,,1,0
179093USPU,Northern Arizona College Resource Center,,,0
179094USPU,Goose Creek Memorial High School,015,1,4821150DUS
179095USPU,Middle College Program,,1,0626310DUS
179096USPU,Princeton Day Academy,,,0
17909USPU,Bullitt East High School,016,,2100750DUS
179100USPU,PSD Global Academy,89,1,0803990DUS
179101USPU,HMLeaders,,1,0
179102USPU,Naviance Succeed High School,17611,1,7802518DUS
179103USPU,Naviance Succeed Middle School,654321,1,7802518DUS
179104USPU,Cambridge College Teaching high School,,1,7802496DUS
179106USPU,New Millennium Secondary School,,,0
179108USPU,Tesseract School,,,0
179109USPU,Correia Middle ,0304A,1,0634320DUS
179110USPU,Millennial Tech Middle ,0341A,1,0634320DUS
179111USPU,Kearny EID,3736A,1,0634320DUS
179113USPU,Murrieta Mesa High School,,1,0
179114USPU,Audubon Elementary - SDUSD Test,0009A,1,7802519DUS
179115USPU,Naviance Junior High School,,1,0
179116USPR,Christian Fellowship League,,,0
179117USPU,Independent Study Program,355,1,3174820DUS
17911USPU,Burgin High School,,,0
179120USPU,Options High School,,,0
179122USPR,Everest Collegiate High School ,,1,0
179123USPU,College Planning Center,,,0
179124USPU,Providence - A Santa Barbara Christian School,,,0
179125USPU,Marion P. Thomas Charter School,,1,7803459DUS
179126USPU,Dana - SDUSD Test,0080A,1,7802519DUS
179127USPU,Mann Middle School - SDUSD Test,0312A,1,7802519DUS
179128USPU,Muirlands Middle - SDUSD Test,0317A,1,7802519DUS
179129USPU,Clark Middle - SDUSD Test,0322A,,7802519DUS
179130USPU,Hoover High - SDUSD Test,0338A,,7802519DUS
179131USPU,La Jolla High - SDUSD Test,0342A,,7802519DUS
179132USPU,Point Loma High - SDUSD Test,0354A,,7802519DUS
179133USPU,University City High - SDUSD Test,0355A,,7802519DUS
179134USPU,Garfield High - SDUSD Test,0361A,,7802519DUS
179135USPU,Advanced College Solutions,,,0
179136PEPU,Colegio Franklin Delano Roosevelt Middle School,,,0
179138USPU,Morris County School of Technology,,,0
179141USPU,Marita Surace - (Do Not Contact),,,0
179142USPU,Liberation Diploma Plus High School,,,0
179144USPU,Meridian Academy,,,0
179145USPU,Muchin College Prep ,400098,1,1709930DUS
179147USPU,Church and Community Center,,,0
179148USPU,Murrieta Breakthrough Program,,1,0
179152USPU,Davinci Science,,1,7802629DUS
179153USPU,"Robinson/Scholastic Objectives, LLC",,,0
179159USPU,Gear Up-Memphis,,1,7802520DUS
179161USPU,National College Resources Foundation,,,0
179162USPU,"Academy for Math, Science, and Engineering",,,3410740DUS
179164USPU,Golder College Prep,400053,1,1709930DUS
179165MAPU,Rabat American School,,,0
179166USPR,Archdiocese of Philadelphia Office of Catholic Education,,,0
179167USPU,KIPP San Jose Collegiate,116889,1,7802953DUS
179168IDPU,Binus International School,,,0
179169USPU,Karl G. Maeser Preparatory Academy,,,0
179176USPU,Woodgrove High School,WHS,1,5102250DUS
179177USPU,Tuscarora High School,THS,1,5102250DUS
179178USPU,Naviance Communication High School,,,0
179179USPU,Transition Partnership Program,,1,0
179182USPU,CollegeKahuna,,,0
179184CNPU,Beijing City International School,,,0
179187CNPU,Kaohsiung American School,,,0
179188USPU,Lee's Review,,1,0
179189USPU,Fordham University Graduate School of Education,,,0
179190USPU,Colegio San Ignacio de Loyola,,,0
179191GEPU,"New School, International School of Georgia",,1,0
